500,20.643192669
510,20.8205941582
520,20.69036363
530,20.4466870426
540,20.1744902502
550,19.931337091
560,19.6584134981
570,19.4338600965
580,19.1667187904
590,18.9062482204
600,18.8192404417
610,18.6567124029
620,18.2380899746
630,17.9885382581
640,17.7034218093
650,17.4185550964
660,17.1207691368
670,16.7126226588
680,16.4409231841
690,16.1361093907
700,15.7764899051
710,15.274759404
720,14.8062692381
730,14.3476793314
740,13.9128200052
750,13.4970031168
760,12.960332877
770,12.4917762355
780,11.8908035264
790,11.123982821
800,10.1549880271
810,9.2807840838
































